user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,sentiment,Attribute,Value
Nam Huỳnh,1,"nhiều đứa hack map , hack ùm sum mà bấm tố cáo thì hệ thống báo không phát hiện . Mà t hk nghĩ admin cty game mà lại để bản hack nó ê hề trong game dễ dàng vậy luôn á , trừ khi là bên trong nội bộ tuồng tool ra ngoài bán cho tụi nó hack !",09/07/2025 16:32,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,hack
Nam Huỳnh,1,"nhiều đứa hack map , hack ùm sum mà bấm tố cáo thì hệ thống báo không phát hiện . Mà t hk nghĩ admin cty game mà lại để bản hack nó ê hề trong game dễ dàng vậy luôn á , trừ khi là bên trong nội bộ tuồng tool ra ngoài bán cho tụi nó hack !",09/07/2025 16:32,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.2, toxic
Vẽ Thạch,1,trải nghiệm càng ngày càng tệ 1*,09/07/2025 16:30,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,trash
Chau Bo,4,Gép chúng tòn tem ngu phá không,09/07/2025 16:29,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Quang Minh Nguyễn Trần,1,"Game làm tôi quá thất vọng,sau khi câpk nhật thì bắt tôi tải lại tất cả tài nguyên game thì khác gì xoá và tải lại game và tải tài nguyên đâu,trong khi bạn chỉ cần cập nhật cái phần tải sự kiện và trang phục,tướng thôi mà,cần gì phải tải lại từ đầu Còn cái cái chỉnh map để làm gì chứ??? Quá thất vọng.",09/07/2025 16:27,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,update
Thuong Le,5,game hay nhưng vài lúc lại có AFK nhưng giờ anh gà thêm vào nhiều sự kiện hay,09/07/2025 16:26,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,toxic
Mai Ngọc,5,cũng vui,09/07/2025 16:24,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Đức Long,1,cập nhật nguuuuvllll,09/07/2025 16:24,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Tha Si,2,cập nhật xong lag vl,09/07/2025 16:24,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
Tha Si,2,cập nhật xong lag vl,09/07/2025 16:24,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Tha Si,2,cập nhật xong lag vl,09/07/2025 16:24,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.3, update
TUYET PHUONG DOAN THI,1,"game nhưl các sever khác thì đc 60 100qh còn SV việt nạm chỉ đc 10 QH thiên vị vừa thôi,nhiều trận gặp phá game tố cáo chỉ đc 4 ủy tín hoặc afk chỉ đc 5 hoặt 6 trong khi đó t bị lag văn game thì chừ 9 hoặt 8 ủy tín",09/07/2025 16:23,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
TUYET PHUONG DOAN THI,1,"game nhưl các sever khác thì đc 60 100qh còn SV việt nạm chỉ đc 10 QH thiên vị vừa thôi,nhiều trận gặp phá game tố cáo chỉ đc 4 ủy tín hoặc afk chỉ đc 5 hoặt 6 trong khi đó t bị lag văn game thì chừ 9 hoặt 8 ủy tín",09/07/2025 16:23,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
TUYET PHUONG DOAN THI,1,"game nhưl các sever khác thì đc 60 100qh còn SV việt nạm chỉ đc 10 QH thiên vị vừa thôi,nhiều trận gặp phá game tố cáo chỉ đc 4 ủy tín hoặc afk chỉ đc 5 hoặt 6 trong khi đó t bị lag văn game thì chừ 9 hoặt 8 ủy tín",09/07/2025 16:23,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.3, toxic
Kiên Doanh,1,cập nhật xong ncc,09/07/2025 16:21,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Bình Tuấn,1,bản cập nhật mới tiếng game còn không có. đã thế còn lag nữa đồ hoạ đẹp nhưng mà chất lượng thì không có nha,09/07/2025 16:21,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
Bình Tuấn,1,bản cập nhật mới tiếng game còn không có. đã thế còn lag nữa đồ hoạ đẹp nhưng mà chất lượng thì không có nha,09/07/2025 16:21,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Bình Tuấn,1,bản cập nhật mới tiếng game còn không có. đã thế còn lag nữa đồ hoạ đẹp nhưng mà chất lượng thì không có nha,09/07/2025 16:21,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.3, update
Khôi Bùi Anh,2,cập nhập lâu quá,09/07/2025 16:21,1.58.1.2,2,1,Lien Quan Mobile,Negative,churn_reason.1,other
Châu Đặng Trần Thế,1,"Rồi tăng thêm 1 nùi dung lượng, riết chỉ còn dt xịn sò chơi số còn lại đổi hết. AD ngáo",09/07/2025 16:20,1.59.1.5,5,1,Lien Quan Mobile,Negative,churn_reason.1,update
yến thư hoàng phương,5,rất tốt,09/07/2025 16:17,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nguyễn Ngọc Anh,1,:))) cơ chế ms tính điem kì vậy ah gà,09/07/2025 16:17,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,other
Lê Nguyễn Khang Nguyên,4,"mong game Fix lỗi Avatar tài khoản Gmail không hiện , Fix lỗi khoong thể hủy liên kết tài khoản Facebook",09/07/2025 16:17,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,bug
bánh mì,1,Chạy đến 61% thì lại bị đơ,09/07/2025 16:17,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Năm Trần,5,xoá aya và Alice,09/07/2025 16:15,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Hằng Nguyễn THị,4,tải tài nguyên lâu dễ lag,09/07/2025 16:15,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Hằng Nguyễn THị,4,tải tài nguyên lâu dễ lag,09/07/2025 16:15,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Mình chí Lê,1,nên cập nhật cccd để vào game ko cho tụi trẻ trâu chơi,09/07/2025 16:15,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
Mình chí Lê,1,nên cập nhật cccd để vào game ko cho tụi trẻ trâu chơi,09/07/2025 16:15,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, update
Hien Vinh,5,hay voãi ò,09/07/2025 16:13,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Lý Ngọc Thạch,5,"cảm ơn tựa game liên quân đã cho tôi một góc nhìn mới trong ngành game,tôi còn nhớ lúc tôi chơi game là vào thời 2018 , tuy đã bị mất rất nhiều acc nhưng tôi chưa bao giờ bỏ tựa game liên quân vì đây là tựa game đã cho tôi rất nhiều kỉ niệm đẹp với nó khi chơi với bạn bè của mình.Nên vì vậy tôi đã cống hiến cho tựa game này rất nhiều, nhưng mà tôi cảm thấy sau những gì tôi cống hiến cho game mà chẳng được gì cả.Vì vậy tôi quyết định dừng lại chặng đường này,và tôi sẽ dừng cống hiến nữa.Tạm biệt.",09/07/2025 16:13,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Dien,4,khá hay,09/07/2025 16:11,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
lv louis,1,nên giảm sức mạnh con mới ra chs j đâu vừa chiêu xa vừa mạnh nên xoá hoặc giảm sức mạnh giùm cái game đã nát còn cho nó vô game nát thêm chs 10 trận 10 trận cs nó r ko lên nỗi 1 sao nên giảm sức mạnh giùm hoặc xoá nó luôn đi giùm cái!,09/07/2025 16:11,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,other
Kiên Trung,1,"mỗi ngày chỉ cày đc có 3 uy tín,mà trong khi lúc trừ uy tín thì nặng, làm vậy ai thèm chơi cái game này nx, ức chế với cái game tht sự,và một điều nữa là ngta chat lâu đứng yên cs 30s cx bảo ngta afk,ko hiểu nổi nxb đang nghĩ j luôn đấy",09/07/2025 16:11,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Kiên Trung,1,"mỗi ngày chỉ cày đc có 3 uy tín,mà trong khi lúc trừ uy tín thì nặng, làm vậy ai thèm chơi cái game này nx, ức chế với cái game tht sự,và một điều nữa là ngta chat lâu đứng yên cs 30s cx bảo ngta afk,ko hiểu nổi nxb đang nghĩ j luôn đấy",09/07/2025 16:11,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Kiên Trung,1,"mỗi ngày chỉ cày đc có 3 uy tín,mà trong khi lúc trừ uy tín thì nặng, làm vậy ai thèm chơi cái game này nx, ức chế với cái game tht sự,và một điều nữa là ngta chat lâu đứng yên cs 30s cx bảo ngta afk,ko hiểu nổi nxb đang nghĩ j luôn đấy",09/07/2025 16:11,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.3, toxic
Kiên Trung,1,"mỗi ngày chỉ cày đc có 3 uy tín,mà trong khi lúc trừ uy tín thì nặng, làm vậy ai thèm chơi cái game này nx, ức chế với cái game tht sự,và một điều nữa là ngta chat lâu đứng yên cs 30s cx bảo ngta afk,ko hiểu nổi nxb đang nghĩ j luôn đấy",09/07/2025 16:11,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.4, update
Vương Nguyễn,5,giải trí,09/07/2025 16:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Hiếu Liêm Hoa,5,game mobile số 1 việt nam :),09/07/2025 16:09,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Lê Hoàng Giang,1,"ghép toàn trận ảo,làm ăn chán quá.giờ thì chỉ có chửi thề thôi chứ hết biết nói gì.",09/07/2025 16:09,1.59.1.5,208,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
An An,1,cập nhật cho cố lag vãi 😡😡😡,09/07/2025 16:08,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
An An,1,cập nhật cho cố lag vãi 😡😡😡,09/07/2025 16:08,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
An An,1,cập nhật cho cố lag vãi 😡😡😡,09/07/2025 16:08,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.3, update
Kien Ha,1,chỉnh lại con Kaine hộ quá lỗi rồi,09/07/2025 16:08,1.59.1.5,4,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Lâm Hà Thanh,1,game đã tải về vào còn tải thêm mà tải lâu với nặng nữa đề nghị garena xem lại,09/07/2025 16:07,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,performance
Lâm Hà Thanh,1,game đã tải về vào còn tải thêm mà tải lâu với nặng nữa đề nghị garena xem lại,09/07/2025 16:07,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, update
Chuyên Vi Văn,1,"Android OS 14.0, Wifi căng đét, cập nhật xong, chọn tướng xong, vào trận lại báo Đang Kết Nối, chịu game. Kết nối đc lại hết trận đấu. xong lại bị trừ uy tín nghĩ mà chán. xem fix lỗi đi ad.",09/07/2025 16:06,1.59.1.5,6,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Chuyên Vi Văn,1,"Android OS 14.0, Wifi căng đét, cập nhật xong, chọn tướng xong, vào trận lại báo Đang Kết Nối, chịu game. Kết nối đc lại hết trận đấu. xong lại bị trừ uy tín nghĩ mà chán. xem fix lỗi đi ad.",09/07/2025 16:06,1.59.1.5,6,1,Lien Quan Mobile,Negative,churn_reason.2, matchmaking
Chuyên Vi Văn,1,"Android OS 14.0, Wifi căng đét, cập nhật xong, chọn tướng xong, vào trận lại báo Đang Kết Nối, chịu game. Kết nối đc lại hết trận đấu. xong lại bị trừ uy tín nghĩ mà chán. xem fix lỗi đi ad.",09/07/2025 16:06,1.59.1.5,6,1,Lien Quan Mobile,Negative,churn_reason.3, update
Thanhhuyen11031988@gmail.com Ngo,1,"game làm như kiểu tất cả người chơi đều là máy khỏe chất lượng cao vậy, mà không test cứ thế cho vào cập nhật lag ức chế luôn (thật sự mong nhà sản xuất đọc dc bình luận này)",09/07/2025 16:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
Thanhhuyen11031988@gmail.com Ngo,1,"game làm như kiểu tất cả người chơi đều là máy khỏe chất lượng cao vậy, mà không test cứ thế cho vào cập nhật lag ức chế luôn (thật sự mong nhà sản xuất đọc dc bình luận này)",09/07/2025 16:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Thanhhuyen11031988@gmail.com Ngo,1,"game làm như kiểu tất cả người chơi đều là máy khỏe chất lượng cao vậy, mà không test cứ thế cho vào cập nhật lag ức chế luôn (thật sự mong nhà sản xuất đọc dc bình luận này)",09/07/2025 16:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.3, update
Hậu Tài,1,"quá chán , game càng ngày càng tệ",09/07/2025 16:01,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,trash
Như Nguyễn Hoài,5,tuyệt vời,09/07/2025 16:01,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Hoà Võ,4,nó rất hay và hiệu quả rất lớn,09/07/2025 16:00,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Đạt Tấn,1,cơ chế chọn tướng mới rất khó chịu nên bỏ làm lại như cũ,09/07/2025 16:00,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Ngọc Thái Bảo,1,bản cập nhật mới như l má từ tinh anh xuống bạch kim nản vãi,09/07/2025 15:55,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Chân Nguyễn,1,mùa mới hạ lần 6 bậc à,09/07/2025 15:55,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Ngọc Nguyễn,5,"bây giờ mãi vẫn chưa được chơi cập nhật mãi từ 8h đến 22h54p vẫn chưa cập nhật xong, như bị lỗi game",09/07/2025 15:55,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,bug
Ngọc Nguyễn,5,"bây giờ mãi vẫn chưa được chơi cập nhật mãi từ 8h đến 22h54p vẫn chưa cập nhật xong, như bị lỗi game",09/07/2025 15:55,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, update
Tất Đồng Trần,3,Trời đất ơi ko hiểu sao tôi mỗi lần chs là bị văng games cay vl :((,09/07/2025 15:55,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,none
Nguyễn Văn Huy,5,hay nhưng gặp hơi nhiều sv chs ngu cứ chửi,09/07/2025 15:55,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,toxic
Hoài An Nguyễn,1,game như lol người ta,09/07/2025 15:55,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Han Ok,1,"vừa cập nhật xong lỗi tùm lum, đấu hạng thì điện thoại đang tốt bị văng ra, vào lại bị văng tiếp? rồi tới lúc không chơi được vậy đổ lỗi do người chơi à -)?",09/07/2025 15:54,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Han Ok,1,"vừa cập nhật xong lỗi tùm lum, đấu hạng thì điện thoại đang tốt bị văng ra, vào lại bị văng tiếp? rồi tới lúc không chơi được vậy đổ lỗi do người chơi à -)?",09/07/2025 15:54,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, update
Dũng Nguyễn Ngọc,2,sau khi cập nhật tôi cảm thấy game giờ rất lag đứng im tôi đã bị trường hợp này rất nhiều và làm cho uy tín tôi rất thấp,09/07/2025 15:54,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
Dũng Nguyễn Ngọc,2,sau khi cập nhật tôi cảm thấy game giờ rất lag đứng im tôi đã bị trường hợp này rất nhiều và làm cho uy tín tôi rất thấp,09/07/2025 15:54,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Dũng Nguyễn Ngọc,2,sau khi cập nhật tôi cảm thấy game giờ rất lag đứng im tôi đã bị trường hợp này rất nhiều và làm cho uy tín tôi rất thấp,09/07/2025 15:54,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.3, update
Hoàng Anh Trần,5,yêu cầu garena cho sự kiện skin y'bneth động cơ vĩnh cửu và cho ssm có skin y'neth băng giá hoặc là trong vòng quay ssm làm ơn đi,09/07/2025 15:53,1.59.1.5,3,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nguyen Nguyen,3,chơi game thường xuyên bị lag,09/07/2025 15:53,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,lag
Nguyen Nguyen,3,chơi game thường xuyên bị lag,09/07/2025 15:53,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.2, performance
Tiền,5,10 đ,09/07/2025 15:52,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Óanh Lê Văn,5,game hay nha còn tặng quân huy miễn phí ms mở đc lau thiên sứ 2S xong đúng là game có tâm mà lại có tầm,09/07/2025 15:52,1.59.1.5,2,0,Lien Quan Mobile,Positive,churn_reason.1,none
Giang Truong,1,game lỏ hach quá nhiều,09/07/2025 15:52,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Mai Chi Linh,1,cập nhật bắt tải lại hết dữ liệu 🤣,09/07/2025 15:51,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,update
Du Pham,5,game có nhiều sự kiện và cho skin ok,09/07/2025 15:50,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Minh Lê Kim,2,OK vô thẳng vấn đề game hút máu vl. Cân bằng tướng khá tệ kêu tăng sức mạnh cho thorn đi thì lại đi tăng cho con khác r neft chỉ để bán skin. Thiết kế ngoại hình nhân vật ngày càng đẹp nhưng ko thể đoán đc câu chuyện phía sau. Mấy cái skin thì đôi khi ko đáng với giá tiền tí nào. Game lắm hack ko sửa đi cứ bán skin tệ hơn cả đối thủ của mình. Nói chung Garena tệ vl. hệ thống tố cáo như đac cau,09/07/2025 15:49,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,hack
Minh Lê Kim,2,OK vô thẳng vấn đề game hút máu vl. Cân bằng tướng khá tệ kêu tăng sức mạnh cho thorn đi thì lại đi tăng cho con khác r neft chỉ để bán skin. Thiết kế ngoại hình nhân vật ngày càng đẹp nhưng ko thể đoán đc câu chuyện phía sau. Mấy cái skin thì đôi khi ko đáng với giá tiền tí nào. Game lắm hack ko sửa đi cứ bán skin tệ hơn cả đối thủ của mình. Nói chung Garena tệ vl. hệ thống tố cáo như đac cau,09/07/2025 15:49,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, price
Minh Lê Kim,2,OK vô thẳng vấn đề game hút máu vl. Cân bằng tướng khá tệ kêu tăng sức mạnh cho thorn đi thì lại đi tăng cho con khác r neft chỉ để bán skin. Thiết kế ngoại hình nhân vật ngày càng đẹp nhưng ko thể đoán đc câu chuyện phía sau. Mấy cái skin thì đôi khi ko đáng với giá tiền tí nào. Game lắm hack ko sửa đi cứ bán skin tệ hơn cả đối thủ của mình. Nói chung Garena tệ vl. hệ thống tố cáo như đac cau,09/07/2025 15:49,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.3, toxic
Minh Lê Kim,2,OK vô thẳng vấn đề game hút máu vl. Cân bằng tướng khá tệ kêu tăng sức mạnh cho thorn đi thì lại đi tăng cho con khác r neft chỉ để bán skin. Thiết kế ngoại hình nhân vật ngày càng đẹp nhưng ko thể đoán đc câu chuyện phía sau. Mấy cái skin thì đôi khi ko đáng với giá tiền tí nào. Game lắm hack ko sửa đi cứ bán skin tệ hơn cả đối thủ của mình. Nói chung Garena tệ vl. hệ thống tố cáo như đac cau,09/07/2025 15:49,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.4, trash
Phong,5,Rác rưởi,09/07/2025 15:47,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,trash
Chu Nguyen,1,"chán nản ghê, ghép toàn dì",09/07/2025 15:46,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Thuan Dinh,4,cũng được,09/07/2025 15:46,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nhung Đào Hồng,5,hay,09/07/2025 15:45,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thu Nguyen,1,"cập nhật vô như game rác,",09/07/2025 15:45,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,trash
Thu Nguyen,1,"cập nhật vô như game rác,",09/07/2025 15:45,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, update
Giang Nguyễn Trường,3,cập nhật game xong nó lỗi mặt trái chuyên chơi game giờ chuyển sang mặt phải ngã xuống nó không chịu ngã qua đeo tai phone chơi mà không cách nào chơi được,09/07/2025 15:43,1.59.1.5,0,0,Lien Quan Mobile,Neutral,churn_reason.1,bug
Giang Nguyễn Trường,3,cập nhật game xong nó lỗi mặt trái chuyên chơi game giờ chuyển sang mặt phải ngã xuống nó không chịu ngã qua đeo tai phone chơi mà không cách nào chơi được,09/07/2025 15:43,1.59.1.5,0,0,Lien Quan Mobile,Neutral,churn_reason.2, update
Minh Trần Quách,1,tính diểm sp nhucc,09/07/2025 15:43,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Ggh Taotsikhoan008,5,sau khi chơi tôi thấy muốn chơi nữa,09/07/2025 15:43,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nguyễn Hiếu,1,"Ra cơ chế đánh giá tổng dưới 5.5 thì không cộng sao còn dưới 5 thì trừ sao đi, chứ chơi rank gặp toàn mấy đứa chơi dỡ không xứng ở cái rank đó",09/07/2025 15:41,1.58.1.2,24,1,Lien Quan Mobile,Negative,churn_reason.1,other
phuoc hien,1,ghép tệ,09/07/2025 15:41,1.58.1.2,13,1,Lien Quan Mobile,Negative,churn_reason.1,trash
Trang,2,"cập nhật xg thì đơ lag,phải thoát ra vào lại trừ uy tín,sang mùa mới thay đổi 6",09/07/2025 15:41,1.59.1.5,56,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Trang,2,"cập nhật xg thì đơ lag,phải thoát ra vào lại trừ uy tín,sang mùa mới thay đổi 6",09/07/2025 15:41,1.59.1.5,56,1,Lien Quan Mobile,Negative,churn_reason.2, lag
Trang,2,"cập nhật xg thì đơ lag,phải thoát ra vào lại trừ uy tín,sang mùa mới thay đổi 6",09/07/2025 15:41,1.59.1.5,56,1,Lien Quan Mobile,Negative,churn_reason.3, matchmaking
Trang,2,"cập nhật xg thì đơ lag,phải thoát ra vào lại trừ uy tín,sang mùa mới thay đổi 6",09/07/2025 15:41,1.59.1.5,56,1,Lien Quan Mobile,Negative,churn_reason.4, performance
Trang,2,"cập nhật xg thì đơ lag,phải thoát ra vào lại trừ uy tín,sang mùa mới thay đổi 6",09/07/2025 15:41,1.59.1.5,56,1,Lien Quan Mobile,Negative,churn_reason.5, update
Thị Riềng Trần,3,"game hay nhưng mà không dành cho máy yếu , chơi trên máy đời cũ lag kinh khủng , tốn cũng nhiều dung lượng",09/07/2025 15:41,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.1,lag
Thị Riềng Trần,3,"game hay nhưng mà không dành cho máy yếu , chơi trên máy đời cũ lag kinh khủng , tốn cũng nhiều dung lượng",09/07/2025 15:41,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.2, performance
Thị Riềng Trần,3,"game hay nhưng mà không dành cho máy yếu , chơi trên máy đời cũ lag kinh khủng , tốn cũng nhiều dung lượng",09/07/2025 15:41,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.3, update
Name Sonkaye,3,Góp ý là những con tướng bị lỗi đánh thường như thane với elsu ý thì nên fix sớm sớm tí để có trải nghiệm chơi tốt hơn chứ cả hai con đấy tui đều chơi mà mất cái đấy đánh muốn chọn mục tiêu nhanh khá. thêm nứa là cái phần chọn tướng trong rank kiểu mới quá khó ...... vcl đm cay vl... bị cướp vị trí xong đổi chọn tướng khác ko lục thấy.. khó chịu vô cùng,09/07/2025 15:41,1.59.1.5,0,0,Lien Quan Mobile,Neutral,churn_reason.1,bug
bảo nam,1,geam như l tôi khuyên ai ko có tiền mua đt thại xịn thì đừng tải,09/07/2025 15:40,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,price
Lê Hà,2,"game quái z mà mỗi lần tạo trận là mỗi lần kết nối lại vô game trễ, mệt hết sức",09/07/2025 15:40,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Độn Đần,1,"Nhiều nghỉ hè chơi vc còn cho test free tận 900 skin, gêm như cuwts",09/07/2025 15:39,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Uyên Nhi Trần Ngọc,1,"Game gì hài vậy? tự cho nta văng game r trừ uy tín , chơi máy cày uy tín thì đ lên , lỡ thoát ra thì pk vào lại từ đầu , game như I",09/07/2025 15:38,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Vuong Phan thành,1,game cc càng ngày càng nặng máy nâng cấp phiên phản như cc lỗi ko,09/07/2025 15:38,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Vuong Phan thành,1,game cc càng ngày càng nặng máy nâng cấp phiên phản như cc lỗi ko,09/07/2025 15:38,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Vuong Phan thành,1,game cc càng ngày càng nặng máy nâng cấp phiên phản như cc lỗi ko,09/07/2025 15:38,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.3, update
Đức Trường,1,"cập nhật thì nhồi hết ở ngoài chplay mẹ đi, nhồi vào trong game tải thì chậm, mà mỗi lần cập nhật thì như xóa hết cmn dữ liệu cũ, bắt tải gần như từ đầu. l thầu game não heo. 1* vì kh thể đánh giá thấp hơn👍",09/07/2025 15:36,1.59.1.5,11,1,Lien Quan Mobile,Negative,churn_reason.1,lag
Đức Trường,1,"cập nhật thì nhồi hết ở ngoài chplay mẹ đi, nhồi vào trong game tải thì chậm, mà mỗi lần cập nhật thì như xóa hết cmn dữ liệu cũ, bắt tải gần như từ đầu. l thầu game não heo. 1* vì kh thể đánh giá thấp hơn👍",09/07/2025 15:36,1.59.1.5,11,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Đức Trường,1,"cập nhật thì nhồi hết ở ngoài chplay mẹ đi, nhồi vào trong game tải thì chậm, mà mỗi lần cập nhật thì như xóa hết cmn dữ liệu cũ, bắt tải gần như từ đầu. l thầu game não heo. 1* vì kh thể đánh giá thấp hơn👍",09/07/2025 15:36,1.59.1.5,11,1,Lien Quan Mobile,Negative,churn_reason.3, update
Phèn Quyết,5,tuyện vời,09/07/2025 15:36,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
nguyên đồng,1,game ncc cập nhật cái bắt tải lại tài nguyên từ đầu lag vcl,09/07/2025 15:35,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
nguyên đồng,1,game ncc cập nhật cái bắt tải lại tài nguyên từ đầu lag vcl,09/07/2025 15:35,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
