user_name,score,review_text,review_date,app_version,thumbs_up,churned,app
To Dak,5,chơi được,2025-07-08 15:08:09,1.58.1.2,0,0,Lien Quan Mobile
Duy Dang,5,mấy cái thg trẻ trâu k chs dc cứ bảo lag xong văng có mà loại máy chúng m yếu nên nó văng xong cứ đổ cho game đúng mấy thg phê cần,2025-07-08 15:07:44,1.58.1.2,0,0,Lien Quan Mobile
Khu Nguyen thi khu,5,hay,2025-07-08 15:07:06,1.58.1.2,0,0,Lien Quan Mobile
Khang Nguyễn Hoàng,5,ok,2025-07-08 15:06:17,1.58.1.2,0,0,Lien Quan Mobile
Hải Nguyễn Thái,1,bố m thà xem sẽ còn hơn,2025-07-08 15:03:20,1.58.1.2,0,1,Lien Quan Mobile
Trần Thanh Tài,5,hay,2025-07-08 15:01:48,1.58.1.2,0,0,Lien Quan Mobile
Hưng Nguyễn,5,Game càng ngày cằng tốt biết lắng nghe ý kiến của người chơi còn hay tặng quà nữa,2025-07-08 15:00:45,1.58.1.2,0,0,Lien Quan Mobile
Trần Thị Lan,5,hay,2025-07-08 15:00:12,1.58.1.2,0,0,Lien Quan Mobile
Linh Thùy,5,gà cho nhiều qh thấy dễ thương ghê,2025-07-08 14:55:09,1.58.1.2,0,0,Lien Quan Mobile
Long Nguyen Tan,1,Cấm chat vô lý,2025-07-08 14:54:15,1.58.1.2,0,1,Lien Quan Mobile
DIỆP PHÚ MAI,1,Thứ mà con rác game này làm tốt nhất là làm skin và bán cho người chơi chả bảo sao 😮‍💨,2025-07-08 14:51:36,1.58.1.2,25,1,Lien Quan Mobile
Đăng Minh,5,chơi cái này tôi cũng có thể gặm Bích Phương,2025-07-08 14:49:09,1.58.1.2,0,0,Lien Quan Mobile
Nga Đàm,5,quá hay,2025-07-08 14:48:19,1.58.1.2,0,0,Lien Quan Mobile
Tu Anh,5,hay,2025-07-08 14:42:54,1.58.1.2,0,0,Lien Quan Mobile
Biet Ko,1,game toàn ghép bot cho tao còn team nó thì chơi giỏi như hack ghê phế vật,2025-07-08 14:40:24,1.58.1.2,0,1,Lien Quan Mobile
61-18 Long,1,"đề nghị game tăng cường thêm phần tố cáo chat chứ cứ vào trận là gặp mấy thằng nhắn "" occho , kay , ocl , nguu …… "" gây ảnh hưởng đến trận đấu và cả tinh thần của người chơi với cả nếu không chỉnh lại thì có thể sẽ ít người chơi đi",2025-07-08 14:40:19,1.58.1.2,8,1,Lien Quan Mobile
Ly Bùi Thị,5,hay,2025-07-08 14:37:07,1.58.1.2,0,0,Lien Quan Mobile
Kent My,5,rất hay,2025-07-08 14:31:24,1.58.1.2,0,0,Lien Quan Mobile
A06 Samsung,3,game ok nhưg có nhiều bn phá game quá,2025-07-08 14:31:23,1.58.1.2,0,0,Lien Quan Mobile
Thảo Hiếu,5,vui,2025-07-08 14:28:49,1.58.1.2,0,0,Lien Quan Mobile
Toàn Nguyễn,5,"tôi chơi game đ vài năm rồi , mà gần đây game bị tình trạng là khi chơi có khi bị lỗi kết nối mạng rồi bị văng game , vô lại thì lại vô trận ảo rồi bị trừ uy tín . Trong khi đó mạng đang rất ổn định không bị sao cả . Mong nhà làm game sớm khắc phục !",2025-07-08 14:26:49,1.58.1.2,0,0,Lien Quan Mobile
minh an Bui,1,game như con cá,2025-07-08 14:26:13,1.58.1.2,0,1,Lien Quan Mobile
sds ds,5,tôi thấy rất hay khi chơi garena Liên quân,2025-07-08 14:25:29,1.58.1.2,0,0,Lien Quan Mobile
Kiet Tran,5,cũng đc,2025-07-08 14:24:36,1.58.1.2,0,0,Lien Quan Mobile
DƯƠNG Nguyễn,5,tuyệt,2025-07-08 14:23:53,1.58.1.2,0,0,Lien Quan Mobile
Hồng Ngọc Nguyễn,1,đứng mua đồ cg bị trừ uy tín vì nghi treo máy game hơ hơ game xàm vl bị trừ cả đống uy tín vì nhg lí do vô lí hết sức,2025-07-08 14:21:40,1.58.1.2,0,1,Lien Quan Mobile
Dương Dương,5,hoi lag,2025-07-08 14:18:30,1.58.1.2,0,0,Lien Quan Mobile
Phuong Tran,5,game hay tướng đa dạng nhiều skin đẹp rất nên thử,2025-07-08 14:18:04,1.58.1.2,0,0,Lien Quan Mobile
dragon khang,1,hệ thống tính điểm kiểu gì gì ghi chữ buông tính la chửi tục chơi bình thường thì ghi phá game???,2025-07-08 14:14:33,1.58.1.2,0,1,Lien Quan Mobile
Phát Minh,5,buồn vì ko phải của vn nhưng cx hay,2025-07-08 14:12:06,1.58.1.2,0,0,Lien Quan Mobile
Hiếu Trọng,5,hay mới lạ,2025-07-08 14:11:44,1.58.1.2,0,0,Lien Quan Mobile
Bình Thịnh,5,ok,2025-07-08 14:09:09,1.58.1.2,0,0,Lien Quan Mobile
Đạt Tăng phú,1,vô trận ko đc,2025-07-08 14:06:57,1.58.1.2,0,1,Lien Quan Mobile
Đạt Hoàng,5,Mong a gà cho skin 3s,2025-07-08 14:06:29,1.58.1.2,0,0,Lien Quan Mobile
Trung Nguyen,5,Choi rat hay,2025-07-08 14:03:18,1.58.1.2,0,0,Lien Quan Mobile
Duy Ngọc,5,like,2025-07-08 14:02:35,1.58.1.2,0,0,Lien Quan Mobile
Hoan Nguyễn,5,game cực hay luôn vừa nhiều sự kiện vừa nhiều quà,2025-07-08 14:01:58,1.58.1.2,0,0,Lien Quan Mobile
Ứng Lê,1,game như cạc bị gank từ đầu tới cuối mà tố cáo là game xem sát thương ko đủ là trừ uy tín,2025-07-08 14:00:03,1.58.1.2,0,1,Lien Quan Mobile
Đức Hải Ngô,1,toàn phá game yêu cầu garena xử nặng,2025-07-08 13:58:06,1.58.1.2,0,1,Lien Quan Mobile
YTB VN,1,game tải nhiều thứ k tối ưu. game không biết mua server mới hay sao mà lag quá. rất kém trong việc lập trình game và server yếu.,2025-07-08 13:55:13,1.58.1.2,18,1,Lien Quan Mobile
Côi Lê,2,"game như lò tôn, quá thất vọng",2025-07-08 13:54:43,1.58.1.2,0,1,Lien Quan Mobile
Mai Nguyễn,1,"yêu cầu nhà sản xuất sửa lại game ngay, lúc nào tôi chơi chế độ 5vs5 thì toàn bị văng không hiểu lý do vì điều đó khiến tôi bị trừ tận 40 uy tín rồi",2025-07-08 13:52:58,1.58.1.2,2,1,Lien Quan Mobile
Bống Lê,5,Hay quá trời luôn á,2025-07-08 13:46:08,1.58.1.2,0,0,Lien Quan Mobile
Hongloc,5,tốt,2025-07-08 13:44:40,1.58.1.2,0,0,Lien Quan Mobile
Tuyến Nguyễn,5,hay vllll!,2025-07-08 13:43:32,1.58.1.2,0,0,Lien Quan Mobile
Luan Mai,5,mấy thằng ngu sủa game rác chơi ngủ rồi bảo game rác 😏,2025-07-08 13:43:06,1.58.1.2,0,0,Lien Quan Mobile
Pham Vuong,4,"mong liên quân chỉnh sửa lại tính năng hệ thống tố cáo game đi ạ, mất uy tín oan ghê mình chơi game ko có phá game trong trận chơi rất bình thường kda cũng ổn mà cx bị trừ 4 uy tín, chỉ cần kda cx ổn 1 chút cx bị trừ, mình thấy ai cx phàn nàn về hệ thống tố cáo",2025-07-08 13:40:27,1.58.1.2,0,0,Lien Quan Mobile
Ngọc Hoàng thị ánh,3,game như l toàn trẻ châu vào phá ranh,2025-07-08 13:40:22,1.58.1.2,0,0,Lien Quan Mobile
Hữu Hùng Thái,5,tot,2025-07-08 13:35:58,1.58.1.2,0,0,Lien Quan Mobile
Be Hồ Thị,5,công đồng tê hai 1* không nói nhiều,2025-07-08 13:34:39,1.58.1.2,0,0,Lien Quan Mobile
Long Đặng,5,"server của game như cái đb ấy 😡ngồi coi ủng hộ view miết đến lúc nhập gifcode "" có lỗi xảy ra "" 😬 dù có nhanh tay chỉ sau 1s code xuất hiện. pùn 😓",2025-07-08 13:32:02,1.58.1.2,0,0,Lien Quan Mobile
Nhat Bui,5,Game Như.,2025-07-08 13:31:27,1.58.1.2,1,0,Lien Quan Mobile
Quý Thanh,5,5/5 không nói nhiều,2025-07-08 13:30:39,1.58.1.2,0,0,Lien Quan Mobile
Phương Cao,5,rất vui với hay Natalya ..... thì mạnh 😁😁,2025-07-08 13:29:18,1.58.1.2,0,0,Lien Quan Mobile
Đông Lê Thị,5,yêu game,2025-07-08 13:26:41,1.58.1.2,0,0,Lien Quan Mobile
Vân Anh Phạm,5,hay,2025-07-08 13:25:07,1.58.1.2,0,0,Lien Quan Mobile
Đức minh Tạ,1,lỗi ko vô gam đi,2025-07-08 13:23:56,1.58.1.2,1,1,Lien Quan Mobile
Bảo Nguyễn Duy Bảo,5,rất là hay cho 5 sao,2025-07-08 13:23:27,1.58.1.2,0,0,Lien Quan Mobile
Hf Bf,3,geam cũng khá hay,2025-07-08 13:22:40,1.58.1.2,0,0,Lien Quan Mobile
Thọ Ka minh,5,hay,2025-07-08 13:22:35,1.58.1.2,0,0,Lien Quan Mobile
Đỗ Phát,5,buồn,2025-07-08 13:22:17,1.58.1.2,0,0,Lien Quan Mobile
Trình Nguyễn,5,hay,2025-07-08 13:20:18,1.58.1.2,0,0,Lien Quan Mobile
Trí Nguyễn Minh,5,mãi iu liên quân,2025-07-08 13:14:23,1.58.1.2,0,0,Lien Quan Mobile
Trần Thị Bích Ngọc,5,game rất hay nha =))) 👽,2025-07-08 13:12:40,1.58.1.2,0,0,Lien Quan Mobile
ThanhTuấn Phạm,1,game gì hồi có tiếng rồi k cháng,2025-07-08 13:12:05,1.58.1.2,0,1,Lien Quan Mobile
Hoài anh Trịnh,5,ờ. tốt.hay. đánh giá cho ....vui + đỡ bị bắt đánh giá🤣🤣🤣,2025-07-08 13:11:06,1.58.1.2,0,0,Lien Quan Mobile
Thy Duc,5,"game khá hay, chơi khá đơn giản, tuy có khá nhiều điểm trừ, xong kết quả rất khả quan, tôi rất thích, nhất là trang phục các tướng nữ rất đẹp nhưng mắt quá, tôi không thích nạp nhiều tiền cho những cái không tăng lực chiến lắm",2025-07-08 13:09:32,1.58.1.2,0,0,Lien Quan Mobile
ngọc ánh Quách,1,Đang chơi bị ứng dụng cho ra tệ đã thế còn bị chừ điểm uy tín,2025-07-08 13:06:03,1.58.1.2,1,1,Lien Quan Mobile
Phương Nguyễn,1,avatar bình thường cũng bị khoá game như cac lúc trước thì chat bình thường cũng khoá giờ tới avatar nản game,2025-07-08 13:01:37,1.58.1.2,0,1,Lien Quan Mobile
Bao nhu Nguyen,5,hay,2025-07-08 13:01:24,1.58.1.2,0,0,Lien Quan Mobile
Hà Ngọc,5,game hay,2025-07-08 13:01:01,1.58.1.2,0,0,Lien Quan Mobile
Thiet Doan,5,game cực kỳ hay,2025-07-08 12:59:37,1.58.1.2,0,0,Lien Quan Mobile
Nguyễn Huy,1,"tính năng ghép trận như l, bên thì 1x ghép trúng ta bên thì full đct",2025-07-08 12:59:03,1.58.1.2,0,1,Lien Quan Mobile
Phận Lê,5,hay vcl,2025-07-08 12:57:51,1.58.1.2,0,0,Lien Quan Mobile
Thai Dang,1,ghép trận như quần què,2025-07-08 12:56:15,1.58.1.2,0,1,Lien Quan Mobile
Hà My,4,"nói đánh giá tổng quan cũg đc ko có j đáng nói nhiều, skin đẹp đc cái hoạ tiết có chút phần hơi đơ so trc đây nhìn ko tự nhiên mấy ở vài skin, chs giải trí thì đc chứ ko giải stress đc ( cần đc cải thiện về tố cáo và khoá ac nhữg ng butt bẩm/treo máy lưu ý là treo máy chứ ko phải afk tụ treo máy để điện đó di chuyển chỉ nhích lên một chút chứ vẫn ko tính là afk tụ ) và nhiều lỗi cần cãi thiện thêm ạ",2025-07-08 12:56:02,1.58.1.2,0,0,Lien Quan Mobile
Trung Nghị Từ,5,Hay:)),2025-07-08 12:53:06,1.58.1.2,0,0,Lien Quan Mobile
Gạo Đặng ngọc,1,"game như con car éo lm gì cũ bị trừ điểm uy tin , vai l game , oánh mỗi tay mà ko lên đc 1 điễm uy tín nò vãi lol game như con car",2025-07-08 12:53:01,1.58.1.2,1,1,Lien Quan Mobile
Minh Anh,2,ghép toàn trẩu,2025-07-08 12:44:44,1.58.1.2,0,1,Lien Quan Mobile
Nhathuy Le,5,"rất hay và rất tuyệt vời, hay nhất",2025-07-08 12:40:52,1.58.1.2,0,0,Lien Quan Mobile
Thâm Nách Chồn,1,cảm phiền lm s lm đừng ghép mấy thk phá game nữa,2025-07-08 12:40:13,1.58.1.2,0,1,Lien Quan Mobile
Thuyen Nguyen,5,ok,2025-07-08 12:38:16,1.58.1.2,0,0,Lien Quan Mobile
Linh Do,5,hãy quá,2025-07-08 12:37:25,1.58.1.2,0,0,Lien Quan Mobile
i Nhân,1,game racs chơi toàn gặp ốc thua 10 trận liên tục xoá cho rồi chơi cái gì nữa,2025-07-08 12:34:47,1.58.1.2,0,1,Lien Quan Mobile
Ngọc Tjanh Trần,5,rất vui hay nhất,2025-07-08 12:33:40,1.58.1.2,0,0,Lien Quan Mobile
Trân Nguyễn,5,game hay vãi,2025-07-08 12:32:34,1.58.1.2,0,0,Lien Quan Mobile
Tvman Titan,5,game hay,2025-07-08 12:24:44,1.58.1.2,0,0,Lien Quan Mobile
Hương Nguyễn,3,game lag vaiz chơi còn gặp mấy thành phần trẻ trâu vào phá game nữa. Từ cao thủ tuộc xuống kim cương do leo rank ngày hè🗿,2025-07-08 12:17:35,1.58.1.2,0,0,Lien Quan Mobile
Giang Phạm,4,ghép trận đồng đội gà quá,2025-07-08 12:16:13,1.58.1.2,0,0,Lien Quan Mobile
Anh Kiệt Nguyễn,5,ghép trận như con card,2025-07-08 12:15:46,1.58.1.2,0,0,Lien Quan Mobile
Bien Nguyen,1,"Ruby ko có giá trị, trong khi những thứ dư thừa chuyển thành ruby, vậy nó là rác????",2025-07-08 12:14:16,1.58.1.2,0,1,Lien Quan Mobile
K22A5 Người Đầy Hình Xăm,5,game hay mược,2025-07-08 12:12:17,1.58.1.2,0,0,Lien Quan Mobile
hai nguyen,5,vui mà còn giải trí,2025-07-08 12:09:03,1.58.1.2,0,0,Lien Quan Mobile
Lâm Đặng,5,giảm sức mạnh Kil'Groth đi chứ h game mất cân bằng quá,2025-07-08 12:08:07,1.58.1.2,0,0,Lien Quan Mobile
Blue star,1,game không nên chơi!,2025-07-08 12:07:00,1.58.1.2,0,1,Lien Quan Mobile
khểnh thái,5,ko biết chơi thì đừng bảo. ghép chúng th động đội ngu thì chửi nó chứ sao chửi game,2025-07-08 12:06:38,1.58.1.2,0,0,Lien Quan Mobile
Bnem Hme,5,anh gà ơi ngày mai là sinh nhật em là ngày 9/7/2015 anh có cho một ít quân huy và cho em ít thẻ giảm giá ạ em cảm ơn anh rất nhiều ạ 🥰,2025-07-08 12:04:49,1.58.1.2,1,0,Lien Quan Mobile
Tayy Ho,5,ʕっ•ᴥ•ʔっ,2025-07-08 12:03:48,1.58.1.2,0,0,Lien Quan Mobile
Hợi Trương Đình,5,chơi hayyyyyyy,2025-07-08 12:01:43,1.58.1.2,0,0,Lien Quan Mobile
Nghĩa Gia,1,"game rất hay , vô trận bị lag không đi được cũng tính afk treo máy , không hiểu kiểu gì report người ta thì toàn -1 , -2 hay 4 uy tín còn mình bị report thì toàn -8 hay 9 uy tín , hợp lí vl",2025-07-08 11:59:08,1.58.1.2,8,1,Lien Quan Mobile
Ha Dang,5,toẹt vời,2025-07-08 11:58:13,1.58.1.2,0,0,Lien Quan Mobile
Le Nguyen,5,"thôi ổn , yêu cầu cần có CCCD mới được chơi chứ toàn ghép phải mấy con gì không",2025-07-08 11:57:14,1.58.1.2,0,0,Lien Quan Mobile
Lê Nguyễn thị,5,10₫ gà rán,2025-07-08 11:56:30,1.58.1.2,0,0,Lien Quan Mobile
Huệ Nguyễn,5,👍,2025-07-08 11:51:15,1.58.1.2,0,0,Lien Quan Mobile
Vân Nguyen,5,gem giạo này hơi lắc,2025-07-08 11:47:17,1.58.1.2,0,0,Lien Quan Mobile
Thuyduong Bui,5,hayyyyyyyyy quá nhiều thế đc 5 sao,2025-07-08 11:44:06,1.58.1.2,0,0,Lien Quan Mobile
Lâm Minh,5,game hay,2025-07-08 11:42:39,1.58.1.2,0,0,Lien Quan Mobile
Huy Thắng Nguyễn,1,mẹ ghép toàn cao hơn 2 rank,2025-07-08 11:41:18,1.58.1.2,0,1,Lien Quan Mobile
Du Uyen Kim,2,"tui thấy nó cũng hay,sao Điêu Thuyền cũng đánh bại tạm thời",2025-07-08 11:37:54,1.58.1.2,0,1,Lien Quan Mobile
Trinh Đặng,5,quá nhiều lỗi,2025-07-08 11:36:00,1.58.1.2,0,0,Lien Quan Mobile
THƯ LÝ HUỲNH,3,11/2/7.mà ko được MVP .mà 9/11/9 mà MVP vậy tên acc là ツanhbabáo nha anh gà mà thằng kia còn mỏ hổng nữa em sin anh gà phạt thằng cằm rair góp ý yên nha !!!💔,2025-07-08 11:33:06,1.58.1.2,0,0,Lien Quan Mobile
Phương Phan,1,game chảnh,2025-07-08 11:23:35,1.58.1.2,0,1,Lien Quan Mobile
Oanh Luong,3,game cái gì vậy skin trong sổ sứ mệnh con krixi tao có rồi nhưng trong shop trang phục nó vẫn đễ bán nếu như một con skin mà mình có rồi thì nó sẽ không cho mua mà tao test nó lại được xàm vậy khắc lỗi hộ cái,2025-07-08 11:19:31,1.58.1.2,0,0,Lien Quan Mobile
Huy Nguyen,1,Càng ngày càng tệ ..,2025-07-08 11:17:26,1.58.1.2,0,1,Lien Quan Mobile
Xiep Cao Văn,5,ok,2025-07-08 11:13:04,1.58.1.2,0,0,Lien Quan Mobile
Nguyen Hau,5,Toi thấy game rất mượt và hay,2025-07-08 11:13:02,1.58.1.2,0,0,Lien Quan Mobile
Quang cường Lê,5,hay chứ ko đồ họa nhựa như mobile legen game rất hay okkkk,2025-07-08 11:06:12,1.58.1.2,0,0,Lien Quan Mobile
Bay Duong,5,Cho zuka skin sss đe,2025-07-08 11:05:40,1.58.1.2,0,0,Lien Quan Mobile
Hẳng Thị Tuyết,5,chơi dở mới bị,2025-07-08 11:05:39,1.58.1.2,0,0,Lien Quan Mobile
Văn Lớn Trần,5,hay,2025-07-08 11:05:05,1.58.1.2,0,0,Lien Quan Mobile
Thương Nguyễn Thị Hoài,1,tệ hại,2025-07-08 11:00:04,1.58.1.2,0,1,Lien Quan Mobile
Hải Yến Trần,5,siu hay lun á mong cho nhiều nhân vật mới á sắn sinh nhật tui rùi mùng 9 tháng7 ó,2025-07-08 10:58:57,1.58.1.2,0,0,Lien Quan Mobile
Nhân Nguyễn Doanh,1,Game rác,2025-07-08 10:58:45,1.58.1.2,0,1,Lien Quan Mobile
Trần văn minh Văn,5,Game hay nhất tôi từng chơi,2025-07-08 10:54:44,1.58.1.2,0,0,Lien Quan Mobile
Khanh Chau,5,100k likes 👍👍👍,2025-07-08 10:53:46,1.58.1.2,0,0,Lien Quan Mobile
Tam Nguyen,5,oke la lắm nha,2025-07-08 10:52:39,1.58.1.2,0,0,Lien Quan Mobile
Công Thành,5,💯,2025-07-08 10:51:38,1.58.1.2,0,0,Lien Quan Mobile
Phượng Đỗ Thị,5,qúa hai😍😍,2025-07-08 10:49:35,1.58.1.2,0,0,Lien Quan Mobile
Xán Vàng,5,game rất hay,2025-07-08 10:48:02,1.58.1.2,0,0,Lien Quan Mobile
Ngọc Phạm Hải,4,game hay nhưng nhiều buff bẩn và hack map quá mong gà có thể mạnh tay hơn với bọn này,2025-07-08 10:46:55,1.58.1.2,1,0,Lien Quan Mobile
Phuong Phan minh,5,cực hay,2025-07-08 10:45:45,1.58.1.2,0,0,Lien Quan Mobile
Phát Hoài,1,ủa game bị lỗi à đấu thường vô test tướng KDA 0/5/12 gây st và gánh chịu nhiều nhất team mà bị tố cáo trừ uy tín là sao game làm ăn kiểu quần què j vậy mấy đứa afk thì tố ko đc chơi bình thường éo ăn đc bạn thì bị tố trừ uy tín ???,2025-07-08 10:44:38,1.58.1.2,0,1,Lien Quan Mobile
Zakai Toan,5,game hack hơi nhìu vs buff bẩn nữa,2025-07-08 10:39:07,1.58.1.2,1,0,Lien Quan Mobile
Huong Duong,5,hay,2025-07-08 10:37:33,1.58.1.2,0,0,Lien Quan Mobile
Duy Thanh,5,Game hay,2025-07-08 10:36:23,1.58.1.2,0,0,Lien Quan Mobile
Lan Chi,1,chơi rồi trừ uy tín lãng xèt v trừ r còn trừ thêm tao cho trừ hết đó trừ đi gặp toàn trẻ trâu game cũng trẻ trâu luôn,2025-07-08 10:33:06,1.58.1.2,0,1,Lien Quan Mobile
Nguyễn Hường,5,chơi rất vui và kịch tính,2025-07-08 10:26:21,1.58.1.2,0,0,Lien Quan Mobile
Trúc Huy,5,hay,2025-07-08 10:24:36,1.58.1.2,0,0,Lien Quan Mobile
Ngọc Đào,5,Game cx ok,2025-07-08 10:23:59,1.58.1.2,0,0,Lien Quan Mobile
Thien Ho,5,game hay vài ò,2025-07-08 10:23:29,1.58.1.2,0,0,Lien Quan Mobile
Quế Đặng,1,gem hút máu quá,2025-07-08 10:21:17,1.58.1.2,0,1,Lien Quan Mobile
Hùng Văn,5,amazing,2025-07-08 10:21:08,1.58.1.2,0,0,Lien Quan Mobile
Hoanh Chẻo,3,"trong trận treo xíu cx bị trừ uy tín, AFK vs lmj treo tầm 30s là trừ uy tín r ghép trận chậm cx bị trừ uy tín, mong nhà xuất bản sửa",2025-07-08 10:20:34,1.58.1.2,0,0,Lien Quan Mobile
Lee Duck Hau (Zịt),1,game rác lắm trẩu,2025-07-08 10:19:03,1.58.1.2,0,1,Lien Quan Mobile
Hai Phan,5,game tốt ˋ-ˏ♥̩͙♥̩̩̥͙♥̩͙-ˊˎ,2025-07-08 10:09:08,1.58.1.2,0,0,Lien Quan Mobile
Thu Hoang,3,"kiểu là t chơi chả làm j cái mấy đứa kia nó tố cáo t như là AFK hay là j đó vân vân trong khi đó t kh có vậy mà lq vẫn trừ uy tín với điểm tích cực của t, t mong lq trước khi có trừ hay j đó thì phải xem trước phải xem lại trận đấu trước chứ chả làm j cũng bị trừ nữa vô lí",2025-07-08 10:05:13,1.58.1.2,0,0,Lien Quan Mobile
Huệ Trần,5,gà sửa bức tranh lên mới cả afk nếu có afk thì cho máy nó đánh ổn ổn một tí là game hay hơn rồi mới cả sửa bớt phít mạng mới đánh ngu nữa là game 10 điểm có đeo những,2025-07-08 10:04:22,1.58.1.2,0,0,Lien Quan Mobile
Nhựt Trường Nguyễn,5,Giải trí đổi gió ok đấy. Nhưng hơi nặng và lag cho máy yếu . Ae mấy yếu lâu lâu xóa tải lại cho bớt nặng .(ý kiến riêng nhé),2025-07-08 09:58:37,1.58.1.2,0,0,Lien Quan Mobile
Liệu Phế,1,đánh giá 1 sao vì vô toàn gặp buff bẩn phá game làm trừ sao liên tục rất khó chịu,2025-07-08 09:57:59,1.58.1.2,0,1,Lien Quan Mobile
lac gia,5,hay,2025-07-08 09:54:23,1.58.1.2,0,0,Lien Quan Mobile
An Kiều,5,vuiiiii nói chung là tốt,2025-07-08 09:52:53,1.58.1.2,0,0,Lien Quan Mobile
tai nguyen,1,game gì toàn ks rồi đi lẻ chết đổ thừa không,2025-07-08 09:50:16,1.58.1.2,0,1,Lien Quan Mobile
Lùn Phong,3,game chơi hay nhưng trận sắp thua không lỗi mà sắp thắng lại mạng bất ỏn định?,2025-07-08 09:47:43,1.58.1.2,0,0,Lien Quan Mobile
trình thái hồng trình,1,Không vào được,2025-07-08 09:46:59,1.58.1.2,0,1,Lien Quan Mobile
Minhthy Danh,1,"Game rất tốt, rất vui ( mở rương ra Alice)",2025-07-08 09:42:26,1.58.1.2,4,1,Lien Quan Mobile
AN TRAN,1,trừ hết uy tín của tao,2025-07-08 09:40:56,1.58.1.2,0,1,Lien Quan Mobile
bich phi,5,game hay nhưng toàn gặp nghỉ hè mong gà sửa lại tính năng ghép đồng đội,2025-07-08 09:38:46,1.58.1.2,0,0,Lien Quan Mobile
Minh Khang Đặng,1,"Rất tệ. Mình chơi tướng Heino. Lúc nào thua trận cũg bị tố cáo trừ 2 uy tín là sao vậy. Thật xàm xí, tướng nào chơi mà ko có thua trận. 🙄",2025-07-08 09:38:45,1.58.1.2,2,1,Lien Quan Mobile
Chien Mat,1,"game ngáo à,cho ghép toàn lũ bot phá game,afk ko",2025-07-08 09:38:03,1.58.1.2,0,1,Lien Quan Mobile
PHƯỢNG TRẦN,1,"Game ghép team ngu toàn phá với afk tố cáo thi ko đc. Riết r game coi thường ng chơi vl ,đến 1 sao còn chả đáng",2025-07-08 09:34:06,1.58.1.2,109,1,Lien Quan Mobile
Trung Hòa Nguyễn,4,"Game hay nhưng gặp nhiều người hay chửi team đồ á, mong game chú ý hơn với sửa lại mấy con out meta đi chứ phế quá ấy ( ý kiến riêng của mình ạ). Cảm ơn!",2025-07-08 09:29:59,1.58.1.2,0,0,Lien Quan Mobile
Truong Khang,1,game như dó bài toàn trộm cướp,2025-07-08 09:26:30,1.58.1.2,0,1,Lien Quan Mobile
Thanh Danh,5,games chơi vui còn cho QH free nữa,2025-07-08 09:25:33,1.58.1.2,0,0,Lien Quan Mobile
Phúc Hoàng,1,ghép lệch cmm àa,2025-07-08 09:24:21,1.58.1.2,0,1,Lien Quan Mobile
Sang Hứa Thanh,1,gem như loz,2025-07-08 09:21:38,1.58.1.2,0,1,Lien Quan Mobile
lồg lộn beo (bèo),1,yêu cầu cải thiện tính năng ghép trận,2025-07-08 09:20:34,1.58.1.2,0,1,Lien Quan Mobile
Nguyên Bình,5,Chơi nhiều lúc mạng 5 cọc mà vẫn bị kêu là yếu nhưng chơi cũng hay chỉ có hơi nhiều dung lg,2025-07-08 09:19:43,1.58.1.2,0,0,Lien Quan Mobile
Nam Nguyễn thành,5,game toàn trừ ủy tín trong khi chẳng sai gì cả nhưng cho đại 5 sao,2025-07-08 09:18:36,1.58.1.2,0,0,Lien Quan Mobile
Minh Ánh Nhà nghỉ,1,game như lon toàn cho máy chs rank,2025-07-08 09:13:44,1.58.1.2,0,1,Lien Quan Mobile
Cường Nguyễn,5,"Toàn hack, ghép thì toàn sv",2025-07-08 09:08:50,1.58.1.2,0,0,Lien Quan Mobile
Thanh hien Cao le,4,laggggg,2025-07-08 09:08:44,1.58.1.2,0,0,Lien Quan Mobile
Anh Phạm Trâm,5,chơi cũng hay,2025-07-08 09:08:30,1.58.1.2,0,0,Lien Quan Mobile
Tuyen Nguyen,1,game rác ko nên tải,2025-07-08 09:04:03,1.58.1.2,0,1,Lien Quan Mobile
Thành Lê Tân,5,đừng ghép cho t gặp gà phá game nữaaaaa,2025-07-08 09:02:32,1.58.1.2,0,0,Lien Quan Mobile
Long Minh,1,game xàm vậy trước vẫn chơi 55 bình thường giờ cứ vô 55 là bị ao ra trong khi máy có mạng đầy đủ không hư j mà cứ bị kick làm trừ uy tín,2025-07-08 09:00:30,1.58.1.2,0,1,Lien Quan Mobile
Tuyết Nhi Lê Thị,5,chơi dui,2025-07-08 09:00:05,1.58.1.2,0,0,Lien Quan Mobile
Riep Tran,1,game như coin card. hơi tí là văng với lại đag chơi bị lag trừ điểm uy tín,2025-07-08 08:55:17,1.58.1.2,0,1,Lien Quan Mobile
van Thong Do,4,hay,2025-07-08 08:48:05,1.58.1.2,0,0,Lien Quan Mobile
Tác Trần,1,không vào được cứ thoát ra,2025-07-08 08:47:55,1.58.1.2,0,1,Lien Quan Mobile
Ha Luc,5,"ngon thí, nhưng tướng hơi yếu",2025-07-08 08:46:36,1.58.1.2,0,0,Lien Quan Mobile
Hoàng Tử Bóng Đêm,1,game ghép toàn là cái gì đâu không ah đánh toàn gặp trẻ em ko ghép không hợp lệ cho lắm,2025-07-08 08:41:19,1.58.1.2,0,1,Lien Quan Mobile
Sương Ngô Thị,5,good,2025-07-08 08:28:14,1.58.1.2,0,0,Lien Quan Mobile
Anh Duy,5,hay phối hợp thức ăn ý,2025-07-08 08:24:47,1.58.1.2,0,0,Lien Quan Mobile
